account_id,snapshot_month,partner_program_code,vertical,channel,origination_date,vintage_cohort,credit_tier_at_booking,months_on_book,bureau_score_at_booking,credit_line_assigned,credit_line_requested,counter_offer_flag,app_channel,bureau_utilization_at_app,bureau_inquiries_at_app,bureau_derogatory_at_app,account_status,current_balance,current_dpd_bucket,days_past_due,utilization_pct,closure_date,closure_reason,months_since_last_purchase,avg_monthly_spend_3m,avg_monthly_spend_12m,spend_trend_pct_3m,total_spend_lifetime,login_frequency_30d,avg_login_frequency_3m,dormant_flag,attrition_risk_flag,bureau_score_current,score_drift,bureau_refresh_quarter,derogatory_count_current,new_derogatory_flag,utilization_stress_flag,hardship_flag,payment_plan_flag,risk_segment,chargeoff_flag,chargeoff_date,total_payments_lifetime
ACC0000023,2024-12,SYF_AMAZON,Retail,online,2024-07-18,2024-Q3,Superprime,5,849,7300,7798,0,online,0.5302,0,0,active,242.74,current,0,0.0333,,,0,79.32,85.41,0.0,427.07,1,6.0,0,0,850,1,2024-Q4,0,0,0,0,0,low_risk,0,,184.33
ACC0000024,2024-12,SYF_LOWES,HomeImprov,in_store,2023-05-30,2023-Q2,Superprime,19,808,12800,11106,0,in_store,0.2728,6,0,active,728.96,current,0,0.057,,,0,740.25,656.56,-24.1,10736.08,16,11.3,0,0,819,11,2024-Q4,0,0,0,0,0,low_risk,0,,10007.12
ACC0000025,2024-12,SYF_ROOMS2GO,Furniture,pre_approved,2024-06-05,2024-Q2,Prime,6,703,6200,9085,0,pre_approved,0.2645,7,0,charged_off,3253.92,dpd_120plus,120,0.5248,2024-12-02,inactivity,0,538.04,752.58,-44.4,4515.45,11,6.7,0,0,703,0,2024-Q4,0,0,0,0,0,moderate_risk,1,2024-12-01,1261.53
ACC0000026,2024-12,SYF_ASHLEY,Furniture,pre_approved,2024-05-01,2024-Q2,Nearprime,8,649,3500,3937,0,pre_approved,0.3386,1,1,active,1662.5,current,0,0.475,,,0,2369.74,1716.25,26.9,13729.97,1,3.0,0,0,649,0,2024-Q4,1,0,0,0,0,standard,0,,8775.72
ACC0000027,2024-12,SYF_CARECREDIT,Healthcare,online,2022-01-26,2022-Q1,Prime,35,725,4700,5408,0,online,0.3783,3,0,active,0.0,current,0,0.0,,,0,768.08,759.08,-49.4,32156.36,0,2.0,0,0,725,0,2024-Q4,0,0,0,0,0,standard,0,,32156.39
ACC0000028,2024-12,SYF_BPGASCAR,Auto/Gas,in_store,2021-05-29,2021-Q2,Nearprime,43,635,2300,3378,0,in_store,0.4414,7,1,active,243.72,current,0,0.106,,,0,135.18,156.49,-28.4,5199.79,2,8.0,0,0,635,0,2024-Q4,1,0,0,0,0,standard,0,,4956.09
ACC0000029,2024-12,SYF_ASHLEY,Furniture,pre_approved,2024-09-03,2024-Q3,Prime,3,696,6800,6605,0,pre_approved,0.539,5,0,active,0.0,current,0,0.0,,,0,863.37,863.37,0.0,2590.12,15,10.0,0,0,696,0,2024-Q4,0,0,0,0,0,standard,0,,2590.12
ACC0000030,2024-12,SYF_SAMSCLUB,Retail,partner_refer,2021-05-06,2021-Q2,Superprime,43,846,7500,9897,0,partner_refer,0.1525,3,0,active,53.25,current,0,0.0071,,,1,60.46,205.26,-80.6,10677.0,16,10.0,0,0,850,4,2024-Q4,0,0,0,0,0,low_risk,0,,10623.77
ACC0000031,2024-12,SYF_GUITARCTR,Specialty,online,2023-06-09,2023-Q2,Superprime,18,843,12400,10463,1,online,0.2709,0,0,active,0.0,current,0,0.0,,,0,430.65,548.98,-37.5,8397.79,3,8.0,0,0,850,7,2024-Q4,0,0,0,0,0,low_risk,0,,8397.79
ACC0000032,2024-12,SYF_WALMART,Retail,online,2023-05-26,2023-Q2,Superprime,19,777,13400,14785,0,online,0.2737,0,0,active,0.0,current,0,0.0,,,0,174.24,145.01,23.4,2377.65,0,8.0,0,0,793,16,2024-Q4,0,0,0,0,0,low_risk,0,,2377.66
ACC0000033,2024-12,SYF_ASHLEY,Furniture,in_store,2021-02-19,2021-Q1,Prime,46,751,5100,5594,1,in_store,0.1061,2,0,active,3633.75,current,0,0.7125,,,0,2606.03,1616.8,34.6,58979.16,3,6.3,0,0,751,0,2024-Q4,0,0,0,0,0,standard,0,,43017.57
ACC0000034,2024-12,SYF_ROOMS2GO,Furniture,partner_refer,2021-07-12,2021-Q3,Prime,41,740,7500,8031,0,partner_refer,0.2897,2,0,active,0.0,current,0,0.0,,,0,3242.16,2677.81,-11.8,77157.64,9,10.3,0,0,740,0,2024-Q4,0,0,0,0,0,standard,0,,73384.2
ACC0000035,2024-12,SYF_BPGASCAR,Auto/Gas,pre_approved,2024-03-19,2024-Q1,Superprime,9,777,5300,5168,0,pre_approved,0.0586,0,0,active,0.0,current,0,0.0,,,0,201.68,116.17,129.9,1045.57,18,13.0,0,0,783,6,2024-Q4,0,0,0,0,0,low_risk,0,,1045.58
ACC0000036,2024-12,SYF_WALMART,Retail,direct_mail,2022-12-24,2022-Q4,Prime,24,695,7300,6972,0,direct_mail,0.4538,1,0,active,0.0,current,0,0.0,,,0,110.27,115.76,-1.9,2467.8,0,0.0,0,1,695,0,2024-Q4,0,0,0,0,0,attrition_risk,0,,2467.8
ACC0000037,2024-12,SYF_PAYPAL,Fintech,direct_mail,2024-03-09,2024-Q1,Prime,9,717,2900,3666,0,direct_mail,0.1656,4,0,active,375.38,current,0,0.1294,,,0,254.16,191.11,2.2,1720.03,1,8.0,0,0,717,0,2024-Q4,0,0,0,0,0,standard,0,,1344.66
ACC0000038,2024-12,SYF_PAYPAL,Fintech,in_store,2022-12-30,2022-Q4,Prime,24,752,5800,6658,0,in_store,0.3316,5,0,active,175.79,current,0,0.0303,,,0,195.41,157.73,82.0,3523.65,15,13.7,0,0,752,0,2024-Q4,0,0,0,0,0,standard,0,,3347.88
ACC0000039,2024-12,SYF_PAYPAL,Fintech,partner_refer,2023-01-19,2023-Q1,Nearprime,7,658,1600,1704,0,partner_refer,0.2037,3,2,closed,0.0,current,0,0.0,2023-08-17,customer_request,17,160.6,146.57,40.6,1026.0,16,9.7,1,0,658,0,2023-Q3,2,0,0,0,0,standard,0,,1026.0
ACC0000040,2024-12,SYF_PAYPAL,Fintech,pre_approved,2021-09-05,2021-Q3,Prime,39,752,6900,6364,1,pre_approved,0.4206,4,0,active,199.84,current,0,0.029,,,0,104.83,151.4,-27.0,6460.55,9,14.7,0,0,752,0,2024-Q4,0,0,0,0,0,standard,0,,6260.72
ACC0000041,2024-12,SYF_SAMSCLUB,Retail,online,2023-11-26,2023-Q4,Nearprime,9,663,2200,2586,0,online,0.2498,1,2,closed,0.0,dpd_30,30,0.0,2024-08-22,customer_request,4,495.55,317.71,88.2,2859.42,10,7.7,1,0,663,0,2024-Q3,2,0,0,0,0,moderate_risk,0,,2859.42
ACC0000042,2024-12,SYF_ROOMS2GO,Furniture,online,2024-03-19,2024-Q1,Superprime,9,796,14400,15102,0,online,0.455,7,0,active,3518.15,current,0,0.2443,,,0,3316.74,1933.72,43.5,17403.51,16,9.3,0,0,800,4,2024-Q4,0,0,0,0,0,low_risk,0,,13885.36
ACC0000043,2024-12,SYF_LOWES,HomeImprov,pre_approved,2021-02-26,2021-Q1,Nearprime,24,674,2700,2271,0,pre_approved,0.131,7,1,closed,0.0,current,0,0.0,2023-02-16,delinquency,22,529.58,591.53,-40.9,12841.48,3,2.0,1,0,674,0,2023-Q1,1,0,0,0,0,standard,0,,12841.49
ACC0000044,2024-12,SYF_SAMSCLUB,Retail,online,2023-01-15,2023-Q1,Subprime,9,560,800,812,0,online,0.154,2,0,closed,325.25,current,0,0.4066,2023-10-12,customer_request,14,258.25,164.3,43.5,1478.67,1,2.3,1,0,552,-8,2023-Q4,0,0,0,0,0,standard,0,,1153.42
ACC0000045,2024-12,SYF_WALMART,Retail,direct_mail,2022-01-17,2022-Q1,Nearprime,35,674,3800,4781,0,direct_mail,0.0263,7,1,active,58.08,current,0,0.0153,,,0,110.23,136.48,-33.9,5131.0,10,12.7,0,0,674,0,2024-Q4,1,0,0,0,0,standard,0,,5072.94
ACC0000046,2024-12,SYF_BPGASCAR,Auto/Gas,direct_mail,2023-10-29,2023-Q4,Superprime,14,818,14400,17798,0,direct_mail,0.071,5,0,active,331.34,current,0,0.023,,,0,151.8,114.12,17.3,1487.88,15,6.0,0,0,827,9,2024-Q4,0,0,0,0,0,low_risk,0,,1156.55
ACC0000047,2024-12,SYF_GUITARCTR,Specialty,partner_refer,2022-01-20,2022-Q1,Superprime,35,762,7900,8928,0,partner_refer,0.4736,3,0,delinquent,0.0,dpd_30,30,0.0,,,0,857.68,860.84,-29.6,28555.87,16,7.3,0,0,783,21,2024-Q4,0,0,0,0,0,moderate_risk,0,,28555.89
ACC0000048,2024-12,SYF_BPGASCAR,Auto/Gas,pre_approved,2021-08-02,2021-Q3,Prime,40,689,6600,7262,0,pre_approved,0.2762,5,0,active,0.0,current,0,0.0,,,0,136.01,91.5,277.3,4884.61,13,14.0,0,0,689,0,2024-Q4,0,0,0,0,0,standard,0,,4884.63
ACC0000049,2024-12,SYF_SAMSCLUB,Retail,partner_refer,2023-11-27,2023-Q4,Nearprime,13,646,3000,2893,0,partner_refer,0.4562,6,1,active,709.93,current,0,0.2366,,,0,124.59,197.47,-49.7,2594.65,18,10.3,0,0,646,0,2024-Q4,1,0,0,0,0,standard,0,,1884.72
ACC0000050,2024-12,SYF_SAMSCLUB,Retail,direct_mail,2021-11-27,2021-Q4,Prime,37,710,3900,4356,0,direct_mail,0.2234,4,0,active,0.0,current,0,0.0,,,1,335.99,259.52,191.5,10184.98,2,4.7,0,0,710,0,2024-Q4,0,0,0,0,0,standard,0,,10185.0
ACC0000051,2024-12,SYF_LOWES,HomeImprov,in_store,2022-08-11,2022-Q3,Prime,28,714,3000,2409,0,in_store,0.0895,3,0,delinquent,0.0,dpd_30,30,0.0,,,0,464.35,552.71,-32.9,14880.87,16,12.7,0,0,714,0,2024-Q4,0,0,0,0,0,moderate_risk,0,,14880.88
ACC0000052,2024-12,SYF_WALMART,Retail,online,2023-08-29,2023-Q3,Superprime,16,815,13700,17897,0,online,0.0451,4,0,active,0.0,current,0,0.0,,,0,154.43,110.25,64.6,1612.19,5,3.0,0,0,823,8,2024-Q4,0,0,0,0,0,low_risk,0,,1612.19
ACC0000053,2024-12,SYF_AMAZON,Retail,in_store,2021-02-12,2021-Q1,Prime,46,717,4200,4491,0,in_store,0.096,0,0,active,218.63,current,0,0.0521,,,0,309.67,186.87,12.5,9425.0,9,9.3,0,0,717,0,2024-Q4,0,0,0,0,0,standard,0,,9206.39
ACC0000054,2024-12,SYF_SAMSCLUB,Retail,online,2022-08-11,2022-Q3,Nearprime,28,655,2700,2702,0,online,0.0306,3,2,delinquent,1465.48,dpd_60,60,0.5428,,,0,228.46,279.48,4.8,7598.05,18,12.3,0,0,655,0,2024-Q4,2,0,0,0,0,high_risk,0,,6132.57
ACC0000055,2024-12,SYF_AMAZON,Retail,online,2023-10-25,2023-Q4,Subprime,14,601,1400,2015,0,online,0.3983,1,2,delinquent,397.33,dpd_90,90,0.2838,,,0,40.81,92.92,-25.4,1425.3,17,15.0,0,0,584,-17,2024-Q4,2,0,0,0,0,high_risk,0,,1027.97
ACC0000056,2024-12,SYF_LOWES,HomeImprov,online,2024-02-12,2024-Q1,Prime,7,736,6400,5454,0,online,0.3339,6,0,closed,0.0,current,0,0.0,2024-09-09,inactivity,3,568.88,382.54,135.7,2677.79,9,10.7,1,0,736,0,2024-Q3,0,0,0,0,0,standard,0,,2677.79
ACC0000057,2024-12,SYF_SAMSCLUB,Retail,in_store,2023-06-01,2023-Q2,Nearprime,19,656,1800,1716,1,in_store,0.578,4,2,delinquent,634.19,dpd_30,30,0.3523,,,0,96.6,207.41,-16.2,4103.37,2,4.7,0,0,656,0,2024-Q4,2,0,0,0,0,moderate_risk,0,,3469.19
ACC0000058,2024-12,SYF_ROOMS2GO,Furniture,in_store,2021-12-06,2021-Q4,Prime,11,759,5700,6765,0,in_store,0.1621,0,0,charged_off,1335.56,dpd_120plus,120,0.2343,,,25,277.34,477.01,49.1,5247.14,8,6.7,1,0,759,0,2022-Q3,0,0,0,0,0,moderate_risk,1,2022-11-01,3911.58
ACC0000059,2024-12,SYF_GUITARCTR,Specialty,pre_approved,2024-07-25,2024-Q3,Superprime,5,794,10300,15185,0,pre_approved,0.0703,3,0,active,1187.52,current,0,0.1153,,,0,1056.97,923.97,0.0,4619.85,14,14.7,0,0,797,3,2024-Q4,0,0,0,0,0,low_risk,0,,3432.34
ACC0000060,2024-12,SYF_WALMART,Retail,direct_mail,2024-09-19,2024-Q3,Prime,3,737,2800,4099,0,direct_mail,0.4835,1,0,delinquent,0.0,dpd_30,30,0.0,,,0,99.36,99.36,0.0,298.07,7,4.0,0,0,737,0,2024-Q4,0,0,0,0,0,moderate_risk,0,,298.07
ACC0000061,2024-12,SYF_ASHLEY,Furniture,in_store,2022-05-19,2022-Q2,Nearprime,16,674,4000,4392,0,in_store,0.185,7,2,charged_off,843.69,dpd_120plus,120,0.2109,,,15,174.51,649.61,24.0,12272.69,0,9.0,1,1,653,-21,2023-Q3,2,0,0,1,1,high_risk,1,2023-09-01,11284.5
ACC0000062,2024-12,SYF_WALMART,Retail,online,2024-07-22,2024-Q3,Nearprime,5,678,1000,1307,0,online,0.1869,4,0,active,0.0,current,0,0.0,,,0,162.27,118.43,0.0,592.16,16,12.7,0,0,678,0,2024-Q4,0,0,0,0,0,standard,0,,592.16
ACC0000063,2024-12,SYF_WALMART,Retail,online,2021-05-13,2021-Q2,Superprime,43,798,7100,10309,0,online,0.028,2,0,active,0.0,current,0,0.0,,,0,72.72,149.45,-54.6,5780.28,10,7.7,0,0,830,32,2024-Q4,0,0,0,0,0,low_risk,0,,5780.29
ACC0000064,2024-12,SYF_GUITARCTR,Specialty,online,2024-05-25,2024-Q2,Superprime,7,839,15000,18698,0,online,0.2937,3,0,active,0.0,current,0,0.0,,,0,1243.1,855.95,76.5,5991.62,7,10.0,0,0,845,6,2024-Q4,0,0,0,0,0,low_risk,0,,5991.63
ACC0000065,2024-12,SYF_GUITARCTR,Specialty,online,2024-04-14,2024-Q2,Subprime,8,563,1100,1551,0,online,0.3008,4,2,charged_off,921.69,dpd_120plus,120,0.8379,,,1,111.2,230.85,-3.5,1846.84,6,6.3,0,0,558,-5,2024-Q4,2,0,1,0,0,high_risk,1,2024-12-01,848.03
ACC0000066,2024-12,SYF_GUITARCTR,Specialty,pre_approved,2022-01-24,2022-Q1,Nearprime,35,674,1100,1196,0,pre_approved,0.3034,0,2,delinquent,1024.1,dpd_120plus,120,0.931,,,0,255.62,514.93,242.1,22429.44,4,9.7,0,0,674,0,2024-Q4,2,0,1,0,0,high_risk,0,,11703.18
ACC0000067,2024-12,SYF_WALMART,Retail,online,2022-10-19,2022-Q4,Subprime,26,554,700,983,0,online,0.0023,0,2,active,0.0,current,0,0.0,,,1,221.99,174.4,87.1,3447.62,5,5.0,0,0,525,-29,2024-Q4,2,0,0,0,0,standard,0,,3447.62
ACC0000068,2024-12,SYF_AMAZON,Retail,partner_refer,2024-06-06,2024-Q2,Subprime,6,585,1000,1120,0,partner_refer,0.6365,1,0,delinquent,92.96,dpd_60,60,0.093,,,0,85.66,68.41,67.5,410.44,15,8.3,0,0,579,-6,2024-Q4,0,0,0,0,0,high_risk,0,,317.48
ACC0000069,2024-12,SYF_SAMSCLUB,Retail,online,2023-12-27,2023-Q4,Prime,9,748,3600,4384,0,online,0.0096,7,0,closed,353.73,current,0,0.0983,2024-09-22,account_review,3,423.82,291.88,49.4,2626.89,9,10.3,1,0,748,0,2024-Q3,0,0,0,0,0,standard,0,,2273.17
ACC0000070,2024-12,SYF_ASHLEY,Furniture,pre_approved,2021-03-17,2021-Q1,Superprime,45,835,8900,9491,0,pre_approved,0.4699,4,0,active,261.28,current,0,0.0294,,,0,986.77,1911.49,-65.5,76367.95,14,10.7,0,0,850,15,2024-Q4,0,0,0,0,0,low_risk,0,,76106.7
ACC0000071,2024-12,SYF_AMAZON,Retail,partner_refer,2022-05-11,2022-Q2,Prime,9,741,7000,5732,0,partner_refer,0.6183,2,0,charged_off,801.59,dpd_120plus,120,0.1145,,,22,124.07,156.54,-34.5,1408.85,0,4.0,1,0,741,0,2023-Q1,0,0,0,0,0,moderate_risk,1,2023-02-01,607.26
ACC0000072,2024-12,SYF_GUITARCTR,Specialty,online,2024-09-13,2024-Q3,Nearprime,3,653,2500,2175,0,online,0.2192,7,1,active,507.93,current,0,0.2032,,,0,238.14,238.14,0.0,714.41,12,7.0,0,0,653,0,2024-Q4,1,0,0,0,0,standard,0,,206.48
ACC0000073,2024-12,SYF_BPGASCAR,Auto/Gas,direct_mail,2021-06-05,2021-Q2,Prime,42,697,7100,6833,0,direct_mail,0.0554,5,0,active,0.0,current,0,0.0,,,0,299.22,161.47,94.3,5324.95,13,9.7,0,0,697,0,2024-Q4,0,0,0,0,0,standard,0,,5324.96
ACC0000074,2024-12,SYF_SAMSCLUB,Retail,online,2022-08-29,2022-Q3,Subprime,28,560,600,524,1,online,0.0882,1,1,delinquent,474.41,dpd_60,60,0.7907,,,0,56.03,133.67,-67.2,5727.87,9,8.0,0,0,524,-36,2024-Q4,1,0,0,0,0,high_risk,0,,3153.11
ACC0000075,2024-12,SYF_ROOMS2GO,Furniture,direct_mail,2023-02-26,2023-Q1,Superprime,22,816,6600,7055,0,direct_mail,0.3178,7,0,active,0.0,current,0,0.0,,,0,2516.81,2437.11,3.3,45128.74,6,9.0,0,0,830,14,2024-Q4,0,0,0,0,0,low_risk,0,,45128.75
ACC0000076,2024-12,SYF_LOWES,HomeImprov,online,2021-11-25,2021-Q4,Nearprime,34,649,2600,3819,0,online,0.272,0,1,charged_off,1783.98,dpd_120plus,120,0.6861,,,3,79.19,163.39,-40.5,9718.01,11,11.7,1,0,649,0,2024-Q3,1,0,0,0,0,high_risk,1,2024-09-01,7934.03
ACC0000077,2024-12,SYF_BPGASCAR,Auto/Gas,pre_approved,2023-12-09,2023-Q4,Prime,12,711,4100,5196,0,pre_approved,0.4825,7,0,active,138.07,current,0,0.0337,,,0,149.75,141.78,24.4,1701.36,11,10.0,0,0,711,0,2024-Q4,0,0,0,0,0,standard,0,,1563.29
ACC0000078,2024-12,SYF_AMAZON,Retail,partner_refer,2022-10-13,2022-Q4,Superprime,26,823,14400,15228,0,partner_refer,0.5015,1,0,active,0.0,current,0,0.0,,,0,69.92,210.83,-65.4,4724.04,13,9.0,0,0,845,22,2024-Q4,0,0,0,0,0,low_risk,0,,4724.06
ACC0000079,2024-12,SYF_CARECREDIT,Healthcare,online,2022-12-23,2022-Q4,Superprime,24,820,7000,8074,0,online,0.1915,5,0,active,0.0,current,0,0.0,,,0,695.35,953.93,-41.4,28255.4,1,1.0,0,0,835,15,2024-Q4,0,0,0,0,0,low_risk,0,,28255.41
ACC0000080,2024-12,SYF_SAMSCLUB,Retail,in_store,2023-12-22,2023-Q4,Subprime,12,592,700,822,0,in_store,0.459,2,1,active,0.0,current,0,0.0,,,0,174.47,271.92,-52.5,3263.06,13,6.0,0,1,583,-9,2024-Q4,1,0,0,0,0,attrition_risk,0,,2648.81
ACC0000081,2024-12,SYF_ROOMS2GO,Furniture,online,2022-11-26,2022-Q4,Nearprime,25,632,2500,2502,0,online,0.6063,4,0,active,1187.5,current,0,0.475,,,0,2672.15,2053.99,99.1,58214.59,18,14.0,0,0,632,0,2024-Q4,0,0,0,0,0,standard,0,,25523.27
ACC0000082,2024-12,SYF_ROOMS2GO,Furniture,online,2023-10-27,2023-Q4,Nearprime,14,643,2200,2666,0,online,0.457,6,2,delinquent,2048.2,dpd_30,30,0.931,,,0,2092.63,1714.31,58.6,23491.44,5,8.0,0,0,643,0,2024-Q4,2,0,1,0,0,moderate_risk,0,,14609.44
